,Party,https://www.govtrack.us/congress/votes/79-1946/s109,https://www.govtrack.us/congress/votes/79-1946/s110,https://www.govtrack.us/congress/votes/79-1946/s111,https://www.govtrack.us/congress/votes/79-1946/s112,https://www.govtrack.us/congress/votes/79-1946/s113,https://www.govtrack.us/congress/votes/79-1946/s114,https://www.govtrack.us/congress/votes/79-1946/s115,https://www.govtrack.us/congress/votes/79-1946/s116,https://www.govtrack.us/congress/votes/79-1946/s117,https://www.govtrack.us/congress/votes/79-1946/s118,https://www.govtrack.us/congress/votes/79-1946/s119,https://www.govtrack.us/congress/votes/79-1946/s120,https://www.govtrack.us/congress/votes/79-1946/s121,https://www.govtrack.us/congress/votes/79-1946/s122,https://www.govtrack.us/congress/votes/79-1946/s123,https://www.govtrack.us/congress/votes/79-1946/s124,https://www.govtrack.us/congress/votes/79-1946/s125,https://www.govtrack.us/congress/votes/79-1946/s126,https://www.govtrack.us/congress/votes/79-1946/s127,https://www.govtrack.us/congress/votes/79-1946/s128,https://www.govtrack.us/congress/votes/79-1946/s129,https://www.govtrack.us/congress/votes/79-1946/s130,https://www.govtrack.us/congress/votes/79-1946/s131,https://www.govtrack.us/congress/votes/79-1946/s132,https://www.govtrack.us/congress/votes/79-1946/s133,https://www.govtrack.us/congress/votes/79-1946/s134,https://www.govtrack.us/congress/votes/79-1946/s135,https://www.govtrack.us/congress/votes/79-1946/s136,https://www.govtrack.us/congress/votes/79-1946/s137,https://www.govtrack.us/congress/votes/79-1946/s138,https://www.govtrack.us/congress/votes/79-1946/s139,https://www.govtrack.us/congress/votes/79-1946/s140,https://www.govtrack.us/congress/votes/79-1946/s141,https://www.govtrack.us/congress/votes/79-1946/s142,https://www.govtrack.us/congress/votes/79-1946/s143,https://www.govtrack.us/congress/votes/79-1946/s144,https://www.govtrack.us/congress/votes/79-1946/s145,https://www.govtrack.us/congress/votes/79-1946/s146,https://www.govtrack.us/congress/votes/79-1946/s147,https://www.govtrack.us/congress/votes/79-1946/s148,https://www.govtrack.us/congress/votes/79-1946/s149,https://www.govtrack.us/congress/votes/79-1946/s150,https://www.govtrack.us/congress/votes/79-1946/s151,https://www.govtrack.us/congress/votes/79-1946/s152,https://www.govtrack.us/congress/votes/79-1946/s153,https://www.govtrack.us/congress/votes/79-1946/s154,https://www.govtrack.us/congress/votes/79-1946/s155,https://www.govtrack.us/congress/votes/79-1946/s156,https://www.govtrack.us/congress/votes/79-1946/s157,https://www.govtrack.us/congress/votes/79-1946/s158,https://www.govtrack.us/congress/votes/79-1946/s159,https://www.govtrack.us/congress/votes/79-1946/s160,https://www.govtrack.us/congress/votes/79-1946/s161,https://www.govtrack.us/congress/votes/79-1946/s162,https://www.govtrack.us/congress/votes/79-1946/s163,https://www.govtrack.us/congress/votes/79-1946/s164,https://www.govtrack.us/congress/votes/79-1946/s165,https://www.govtrack.us/congress/votes/79-1946/s166,https://www.govtrack.us/congress/votes/79-1946/s167,https://www.govtrack.us/congress/votes/79-1946/s168,https://www.govtrack.us/congress/votes/79-1946/s169,https://www.govtrack.us/congress/votes/79-1946/s170,https://www.govtrack.us/congress/votes/79-1946/s171,https://www.govtrack.us/congress/votes/79-1946/s172,https://www.govtrack.us/congress/votes/79-1946/s173,https://www.govtrack.us/congress/votes/79-1946/s174,https://www.govtrack.us/congress/votes/79-1946/s175,https://www.govtrack.us/congress/votes/79-1946/s176,https://www.govtrack.us/congress/votes/79-1946/s177,https://www.govtrack.us/congress/votes/79-1946/s178,https://www.govtrack.us/congress/votes/79-1946/s179,https://www.govtrack.us/congress/votes/79-1946/s180,https://www.govtrack.us/congress/votes/79-1946/s181,https://www.govtrack.us/congress/votes/79-1946/s182,https://www.govtrack.us/congress/votes/79-1946/s183,https://www.govtrack.us/congress/votes/79-1946/s184,https://www.govtrack.us/congress/votes/79-1946/s185,https://www.govtrack.us/congress/votes/79-1946/s186,https://www.govtrack.us/congress/votes/79-1946/s187,https://www.govtrack.us/congress/votes/79-1946/s188,https://www.govtrack.us/congress/votes/79-1946/s189,https://www.govtrack.us/congress/votes/79-1946/s190,https://www.govtrack.us/congress/votes/79-1946/s191,https://www.govtrack.us/congress/votes/79-1946/s192,https://www.govtrack.us/congress/votes/79-1946/s193,https://www.govtrack.us/congress/votes/79-1946/s194,https://www.govtrack.us/congress/votes/79-1946/s195,https://www.govtrack.us/congress/votes/79-1946/s196,https://www.govtrack.us/congress/votes/79-1946/s197,https://www.govtrack.us/congress/votes/79-1946/s198,https://www.govtrack.us/congress/votes/79-1946/s199,https://www.govtrack.us/congress/votes/79-1946/s200,https://www.govtrack.us/congress/votes/79-1946/s201,https://www.govtrack.us/congress/votes/79-1946/s202,https://www.govtrack.us/congress/votes/79-1946/s203,https://www.govtrack.us/congress/votes/79-1946/s204,https://www.govtrack.us/congress/votes/79-1946/s205,https://www.govtrack.us/congress/votes/79-1946/s206,https://www.govtrack.us/congress/votes/79-1946/s207,https://www.govtrack.us/congress/votes/79-1946/s208,https://www.govtrack.us/congress/votes/79-1946/s209,https://www.govtrack.us/congress/votes/79-1946/s210,https://www.govtrack.us/congress/votes/79-1946/s211,https://www.govtrack.us/congress/votes/79-1946/s212,https://www.govtrack.us/congress/votes/79-1946/s213,https://www.govtrack.us/congress/votes/79-1946/s214,https://www.govtrack.us/congress/votes/79-1946/s215,https://www.govtrack.us/congress/votes/79-1946/s216,https://www.govtrack.us/congress/votes/79-1946/s217,https://www.govtrack.us/congress/votes/79-1946/s218,https://www.govtrack.us/congress/votes/79-1946/s219,https://www.govtrack.us/congress/votes/79-1946/s220,https://www.govtrack.us/congress/votes/79-1946/s221,https://www.govtrack.us/congress/votes/79-1946/s222,https://www.govtrack.us/congress/votes/79-1946/s223,https://www.govtrack.us/congress/votes/79-1946/s224,https://www.govtrack.us/congress/votes/79-1946/s225,https://www.govtrack.us/congress/votes/79-1946/s226,https://www.govtrack.us/congress/votes/79-1946/s227,https://www.govtrack.us/congress/votes/79-1946/s228,https://www.govtrack.us/congress/votes/79-1946/s229,https://www.govtrack.us/congress/votes/79-1946/s230,https://www.govtrack.us/congress/votes/79-1946/s231,https://www.govtrack.us/congress/votes/79-1946/s232,https://www.govtrack.us/congress/votes/79-1946/s233,https://www.govtrack.us/congress/votes/79-1946/s234,https://www.govtrack.us/congress/votes/79-1946/s235,https://www.govtrack.us/congress/votes/79-1946/s236,https://www.govtrack.us/congress/votes/79-1946/s237,https://www.govtrack.us/congress/votes/79-1946/s238,https://www.govtrack.us/congress/votes/79-1946/s239,https://www.govtrack.us/congress/votes/79-1946/s240,https://www.govtrack.us/congress/votes/79-1946/s241,https://www.govtrack.us/congress/votes/79-1946/s242,https://www.govtrack.us/congress/votes/79-1946/s243,https://www.govtrack.us/congress/votes/79-1946/s244
"Sen. Elbert Thomas [D, 1933-1950]",D,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
"Sen. Clyde Reed [R, 1939-1949]",R,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5
"Sen. Ernest McFarland [D, 1941-1952]",D,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Sen. Edward Moore [R, 1943-1948]",R,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
"Sen. Raymond Willis [R, 1941-1946]",R,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
"Sen. Charles Tobey [R, 1939-1953]",R,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"Sen. William Stanfill [R, 1945-1946]",R,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
"Sen. Charles Gossett [D, 1945-1946]",D,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5
"Sen. Forrest Donnell [R, 1945-1950]",R,1.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
"Rep. John Sparkman [D, 1937-1946]",D,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"Sen. Thomas Hart [R, 1945-1946]",R,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0
"Sen. Carl Hayden [D, 1927-1968]",D,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
"Sen. Milton Young [R, 1945-1980]",R,1.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5
"Sen. James Huffman [D, 1945-1946]",D,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Sen. Warren Magnuson [D, 1944-1980]",D,1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
"Sen. Robert La Follette Jr. [P, 1925-1946]",P,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
"Sen. Warren Austin [R, 1931-1946]",R,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
"Sen. William Revercomb [R, 1943-1948]",R,1.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.0
